country_code,country_name,state_code,state_name,state_name_local,state_type,sort_order
SWE,Sweden,K,Blekinge län,,county,1
SWE,Sweden,W,Dalarnas län,,county,2
SWE,Sweden,I,Gotlands län,,county,3
SWE,Sweden,X,Gävleborgs län,,county,4
SWE,Sweden,N,Hallands län,,county,5
SWE,Sweden,Z,Jämtlands län,,county,6
SWE,Sweden,F,Jönköpings län,,county,7
SWE,Sweden,H,Kalmar län,,county,8
SWE,Sweden,G,Kronobergs län,,county,9
SWE,Sweden,BD,Norrbottens län,,county,10
SWE,Sweden,M,Skåne län,,county,11
SWE,Sweden,AB,Stockholms län,,county,12
SWE,Sweden,D,Södermanlands län,,county,13
SWE,Sweden,C,Uppsala län,,county,14
SWE,Sweden,S,Värmlands län,,county,15
SWE,Sweden,AC,Västerbottens län,,county,16
SWE,Sweden,Y,Västernorrlands län,,county,17
SWE,Sweden,U,Västmanlands län,,county,18
SWE,Sweden,O,Västra Götalands län,,county,19
SWE,Sweden,T,Örebro län,,county,20
SWE,Sweden,E,Östergötlands län,,county,21
